,problem,Link,comments,Category,Title,Statement,Comments,Label_Updated,New_Label,
407,please share some information,/forums/discuss/please-share-some-information-569869,5,Bronchitis,please share some information,"my mom diagnosed bronchiectasis for 12 yrs, dealing with antibiotic, fisiotherapy and nebulizer. now 100% depends on O2 tank, the extra mucus and phelm made her heart swelling. doctor adviced to do bronchoscopy to absorb the extra mucus, please tell me to go for it or not for 81yo mother. "," Hello. So sad for that situation. I am 50 yr old woman. I have asthma, bronchiectasis and pseudamonas aeruginosa. I have had 3 broncoscopies in the last 2 1/2 years. After 2 I felt MUCH better the next day. The 3rd one was really tough after. I had that one at a different hospital though. I was really scared when I woke up because it was hard to breathe. I ended up having a bad flare up of my pseudamonas from it and ended up on antibiotics for a month.  I do believe I would be happy getting one again at my original hospital.  My doctor did say I had &quot;quite an impressive amount of secretions&quot; in my lungs. I don&#39;t know if this helps you.  Best of luck and prayers to you! ",neutral,positive,
408,Pets and BRX,/forums/discuss/pets-and-brx-570932,14,Bronchitis,Pets and BRX," I&#39;m not sure if I have noticed anyone talking about pets, but if anyone has a pet do you fine that having the pet affects their symptomes.  Also would like to know from anyone who has has a Pseumonas infection if they have noticed a certain odor coming form their nasal passages even after being treated with antibiotics.    &#160; "," Have a cat that thinks it&#39;s a dog, so follows me everywhere and sits close for strokes (and tolerates my shortness with her when I don&#39;t have time for such loving!). Probably attention-seeking because her brother and sisters ran out on her (she had run in from the &#39;wild&#39; with them as kittens a year earlier) followed by her own 4 kittens being scared away to who knows where by the marauding father - looking for a repeat performance no doubt - a couple of months ago.&lt;br /&gt;&lt;br /&gt;She&#39;s about to produce 4 more!&#160;&lt;br /&gt;&lt;br /&gt;Anyway - I&#39;m not really a cat person - liked the dog we previously had, but it ate everything hosehold and when that turned onto my wife&#39;s shoes it was time to despatch it to the temple!&lt;br /&gt;&lt;br /&gt;Have not noticed any particular impact of those pets on my condition and had no adverse/allergic reactions to pets in my younger days.&#160;&lt;br /&gt;&lt;br /&gt;Haven&#39;t got psuedomonas (... yet??). Not looking forward to that as I detect from postings on this site that it is not a welcome addition! Maybe the incidence of it is lower here in Thailand; must ask next time I&#39;m with a well-informed Thai doc. ",neutral,negative,
412,Just diagnosed with brochiectasis,/forums/discuss/just-diagnosed-with-brochiectasis-626414,4,Bronchitis,Just diagnosed with brochiectasis," I have been diagnosed with this disease today, after coughing for 1 1/2 years with first CAT scan a year ago negative, this week’s CAT scan to rule on nodules caught it. Did it take that long for any of you to get diagnosed? Any tips? I’m on Symbicort which helps, but still cough . Does the cough ever go away? I am having a hernia repair Monday that was caused by coughing&#128545;. &#160; ","Hi Karen , im sorry to hear you have BX, it took 16 years to diagnose mine, i hope that you have been referred to the respiratory physio department, they will show you breathing exercises that will bring the sputum up easier and also if you are in U K you should be given a Acapella ,  device that helps bring it up faster and more efficient. do google Breathing exercises for Bronchiectasis, also Acapella . i did get myself a Flutter devise from the internet that does the same job but is smaller. i also take a low does of antibiotics three times a week . to help stop chest infections. 

                   Take care . Pam.xx



 ",positive,positive,
413,Feeling unwell with bx,/forums/discuss/feeling-unwell-with-bx-636982,8,Bronchitis,Feeling unwell with bx,"I have a had bronchiectasis for three years and have managed has well has I can .The last couple of weeks my chest has been tight and I had to take my ventolin a lot more ,I feel very tired and don’t have any energy .I am not coughing anything but still wheezing and have tightness .does any body else have this ,any help would be grateful 
Thanks Joanne "," Since this is a change, perhaps you want to talk to your doc, consultant, nurse, somebody medical, to make sure that you&#39;re all right. ",neutral,negative,
415,Confused,/forums/discuss/confused-582075,3,Bronchitis,Confused," I was diagnosed with Bx last year after dealing with a severe aspergillus infection, called ABPA. The pulm Dr showed me the CT scan and I could see how much wider my bronchial tube was in comparison to my artery. I had a second CT scan done 6 months later, and wasn&#39;t shown the scan. This second scan was sent to a new pulm Dr closer to my home as I was thinking of changing Dr&#39;s. This new Dr says she doesn&#39;t see Bx on the 2nd scan. But they also didn&#39;t even bother to take my vitals until I asked about it. I have researched Bx since my diagnosis and found that it never gets better, but can get worse. I have an appointment to see my original pulm Dr that diagnosed me last year. I have no clue as to how I should handle this.  ",Just wondering if there is a limit on how many posts one can make? My link to start a new discussion isn&#39;t working. Also wondering how many people on here are nurses. I&#39;ve noticed quite a few so far.,neutral,positive,
417,Does this sound like Bronchiectasis??,/forums/discuss/does-this-sound-like-bronchiectasis--672623,37,Bronchitis,Does this sound like Bronchiectasis??,"   Hi all    Been looking for answers for the last 2 years with regards to coughing.....yes coughing...    Been treated for Asthma, its not that  Been treated for Allergies, its not that  Been treated for PND, its not that  Had so many lung function tests....normal, on the border of slightly low...    Had a few chest xrays, normal    Been to see a Respiratory consultant, they said its pet allergies &amp; a hyper sensitive airways dysfunction.    I cough during my sleep, waking myself up.    I do not know where to turn, fear is lung cancer!     "," Would have thought with x-ray etc they would have picked up if it was cancer.  I think they&#39;re usually looking for it so hope that is a comfort.  Is your cough dry or loose? Do you make a lot of phlegm? There is dry bronchiectasis but it&#39;s usually phlegmy.  Are you tired and a bit under the weather? All signs of bronchiectasis.    However in your shoes I would go back to your doctor, tell your fears and perhaps you could see if they would refer you to the local respiratory clinic.  A scan might be needed to see if it&#39;s bronchiectasis - X-rays don&#39;t always pick it up especially if it&#39;s scattered about your lungs.  I would book a long appointment with a doctor you trust and ask them what you&#39;ve asked us.  All the very best. ",neutral,negative,
426,Second injury from vicious coughing.,/forums/discuss/second-injury-from-vicious-coughing--639196,5,Bronchitis,Second injury from vicious coughing.," Hi , my bronchiectasis has been worse for the last several years. I have been on steroids and antibiotics for years now. My cough has worsened so much that hurt my back and had to take an x-ray that didn&#39;t show much and took an MRI this morning.&#160;  ?I get the results in a day or two and doctors keep asking me if I fell.Has anyone had this problem ? I am on Fosamax and calcium supplements. "," Hi..... &#160;Ive &#160;had mine for 11yrs.. coughing getting worst too. &#160; Now I have osteoporosis because of the steroid puffer among one thing that has contributed. &#160;I only take antibiotics when a get a cold (knock on wood) &#160; &#160;I take calcium and Fosamax. &#160; &#160;My coughing is the worst from before dinner to bed time (no idea whY) &#160; I take cold meds ,one tablet seems to help easy the coughing and dry my lungs up a bit. &#160; Just a no-name brand cold &amp; sinus. &#160; &#160; &#160; &#160; &#160;I&#39;m on Symicort &#160;morning and nite and Spiriva a lunch time.. &#160; &#160; Hope u feel better. &#160; &#160;You probably just pulled the muscles from coughing so hard :-( &#160;been there done that. &#160; &#160;  &#160; ",neutral,neutral,
430,Sputum-bronchiectasis,/forums/discuss/sputum-bronchiectasis-677797,11,Bronchitis,Sputum-bronchiectasis,I was diagnosed with Bx some 4 years ago. I think I suffered from it for some time before diagnosis. Apart from medication I do ACBT twice a day and I walk daily uphill if possible more at weekends. I have had about three Pseudomona infections the third this year which did not clear up quickly. At the beginning of the year I began experiencing some pretty foul smelling/tasting sputum. A good clearance woul d get rid of it but not for long. This continues and I think is symptomatic of infection. My doctor however tells me he has never heard of this phenomenon and has no idea what is causing it.  Be that as it may I am not imagining it. It is compounded by a strong taste of salt which I never ever use on food or cooking. The last infection raised the question of colonisation in the tube.  I wonder whether anyone else has had the same experience particularly with salt taste. I drink routinely a great deal of water.,"  The sputum can taste and smell awful yes. Mine does when I have an infection. But the salty taste, I don&#39;t have. But I do have salty skin when it&#39;s hot and I&#39;m sweating. Do you see a specialist? In BX? They would be more familiar with the symptoms than a regular family doctor. All the best. ",neutral,neutral,
432,Urgent Help me to eliminate the return of infection after the treatment is completed immediately,/forums/discuss/urgent-help-me-to-eliminate-the-return-of-infection-after-the-treatment-is-completed-immediately-623924,5,Bronchitis,Urgent Help me to eliminate the return of infection after the treatment is completed immediately,"Please help me
I was 30 years old and worked as a teacher in education
I have a problem returning the infection immediately after a course of antibiotics 14 days
The amount of sputum per day is 1 liter and more
Do you advise me on medication as protection after the end of the course? What is the best medicine as protection?
Is it possible that every one writes the medicine that he uses and God heals you all?"," Rahem,  we&#39;re not doctors.   Your description is of someone who needs to return to the doctor or call the doctor or nurse immediately.  Just because one medicine works for me doesn&#39;t mean that it will work for you.   As to your sputum, that&#39;s a prodigious amount, even in this forum.  I would ask a lung soecialist to double check the diagnosis and prescribed meds.    I hope you get some good help, and soon.   ",neutral,negative,
437,Humidifier,/forums/discuss/humidifier-630426,6,Bronchitis,Humidifier,"Does a humidifier help anyone?
 ","Hello nancy
I’m not sure about a humidifier but anything that clears the air is bound to be a help. I have a soemac. It was expensive but I’m sure it helps. Go on their website and read about it good luck.  I have had broncheactesis for 13 years now and wiling to try anything that helps. Good to hear from another bx suffer. There used to be quite a few of us. Where are you all?",positive,negative,
439,Undergo bronchoscopy or no,/forums/discuss/undergo-bronchoscopy-or-no-633783,12,Bronchitis,Undergo bronchoscopy or no," I am 61y/o, diagnosed 30yrs ago, with continous cough all throughout my life and occassional hemop but working actively And living normally with my family. Was taking antibiotic ocassionally but never got confinement bec of the disease. Was advise resently to do bronchoscopy. Should i agree? Am afraid my condition will deteriorate. Thanks"," Motherbird,    I have had numerous bronchoscopies over the last 18 yrs. It&#39;s done as a result of not being able to get all the mucus up (causing infections) and therefore, reduces my lung function and lowers my oxygen intake. I&#39;m 68 yrs old female that have had lung issues since my late 30s. I was diagnosed with Bronchiestasis, by way of a CT scan about 7 yrs ago.    Have you had an x-ray or CT scan done? That can tell a doctor a lot. Sounds like they want to do it as an exploratory procedure. In my case, it was to suction all the mucus out of my lungs. Sounds like they will just have a camera to explore your lungs and look for anything of concern.    I&#39;ve never had a bad result after the procedure, just a minor sore throat. And I have always been put completely under, so I don&#39;t know or feel a thing.&#160;    Beth ",neutral,neutral,
444,Bronchiectasis n hemoptysis,/forums/discuss/bronchiectasis-n-hemoptysis-641181,3,Bronchitis,Bronchiectasis n hemoptysis,"Hie.. in nov2017 after 3rd day of my delivery got pneumonia attack.. admitted in hospital and got treatment..but since then I have severe cough which is not resolving..n had repeated blood in my phelgm..so reached doctor,he adviced to undergo ctscan n atlast I m diagnosed with mild changes of bronchiectasis..I m worried about my baby..what precautions should I take since I m breast feeding him? How ull clear mucus? Does breathing excercises play any role? How to increase immunity to further prevent exacerbations? Pls guide me"," &#160; &#160;Sorry to hear about your problem.    There are coughing &#160;exercises you can do to clear your lungs.  [b]<a href=""http://www.acprc.org.uk/Data/Publication_Downloads/GL-05ACBT.pdf"" target=""_blank"" rel=""nofollow"">http://www.acprc.org.uk/Data/Publication_Downloads/GL-05ACBT.pdf</a>[/b] &#160; &#160; &#160;    &#160; ",neutral,negative,
448,Having problems with chronic sinusitis which is effecting my bronchiectasis.,/forums/discuss/having-problems-with-chronic-sinusitis-which-is-effecting-my-bronchiectasis--645372,16,Bronchitis,Having problems with chronic sinusitis which is effecting my bronchiectasis.,"Since I had an operation in 2014 to remove my right middle lobe, I have had problems with my sinusitis.....many infections which resulted in a operation on my sinusitis in 2016 , the operation did nothing to improve my health.  Now I am having an upper respiratory infection every 4-6 weeks which eventually goes to my lungs.  It is a terrible circle...how can I break it? does this effect anyone else? is it all connected?....what can I do?...I would be glad of the comments if you can help - Thank you xx
 ",Hi Samantha     I&#39;ve had sinus surgery twice and there were years where I had as many as 8 infections in a year.  I am thankful not to be going thru that now because of course every infection settled in my lungs.    Perhaps they need to give you some different antibiotics when you get the next sinus infection?,negative,neutral,
449,Haemoptysis after covid vaccine.,/forums/discuss/haemoptysis-after-covid-vaccine--761603,2,Bronchitis,Haemoptysis after covid vaccine.,"So, i was diagnosed with bronchiectasis about 2 and a half years ago. I am a 20 year old male, never really had any exacerbation or daily symptoms of bronchiectasis ( i also have asthma and it is well controlled, i don't really take any medication for it as i don't really have flare ups). On april 15th i had my first shot of the Pfizer/BioNTech vaccine for COVID-19. I never had the disease ( not that i know of, i have not been sick for almost two years now ). After six days of taking the shot i woke up with blood tinged sputum in the morning, i got really scared and i started forcing myself to cough( i don't really cough as i don't have too much sputum, and if i have it is usually brought up without coughing ), after coughing more and drinking a hot cup of tea, i brought up more, but way less than a tablespoon, just small drops of blood. I thought it was from a nose bleed, as i have allergic rhinitis too and i take a nasal corticosteroid spray in the spring as my allergies get annoying( and there was blood coming from my nose too, it happens often with this corticosteroid). It hasn't happened for some time and i started to really feel ok, no more anxiety, until two days ago when i brought up some mucus that had some blood in it, only once. Other than that i have not spat out any more blood tinged sputum and i don't have any other symptoms, i am fairly active( not as before now with the pandemic, but still fairly active), non smoker ( i live with people that smoke, so i inhale it sometimes), normal BMI, not had an infection in a pretty long time. I spat blood in the past, last time when i was sick but it was from the bronchitis i had, all my friends were sick and i caught it too. It went away with a 7 day course of cefuroxime. Now i am a bit puzzled and a bit afraid as tomorrow i have the second shot of the vaccine. Could it be something i should worry about? I don't have any other symptoms.","I have had both Pfizer vaccines with little in the way of side effects.
I occasionally get blood tinged sputum & have learnt not to worry about it.
Sorry you have had no other replies. It used to be that we were emailed when a new topic or a reply came up but this no longer happens. It is just by chance that I happened to look today.
I hope the second vaccine didn't cause you any problems.",positive,positive,
450,Phelgm,/forums/discuss/phelgm-591755,5,Bronchitis,Phelgm,everyday i cough cream color phelgm. &#160; &#160; &#160; &#160; Doctor think it&#39;s allergies. &#160;,Hi papillon do u suffer with bronchiectasis  I used to cough stuff up like  that then started turning green colour sent samples of found out I got bug if I was you I would go for second opinion if u not happy ope u get sorted out regards Tony,positive,positive,
451,Coughing up brownish mucous,/forums/discuss/coughing-up-brownish-mucous-676352,6,Bronchitis,Coughing up brownish mucous,Lately I&#39;ve been coughing more and throughout the night the mucous is brownish. Any ideas?,"Hello Nancy

I have had brownish mucus in the past which  caused me to visit the doctor. I was given antibiotics which cleared it up. I still have mucus due to broncheactesis but it’s not brown. See what your doctor says. Good luck",neutral,positive,
456,Has anyone ever been diagnosed with Mycobacterium?,/forums/discuss/has-anyone-ever-been-diagnosed-with-mycobacterium--685499,7,Bronchitis,Has anyone ever been diagnosed with Mycobacterium?,"My sputum culture appears to  be growing MAC, a mycobacteria and I AM VERY WORRIED. I know that is a bad diagnosis and difficult to treat. HAVE any of you bx friends ever had this?",i might be growing that one too. Final results in about 3 weeks. Anxious to hear experiences and I share your worry...,negative,negative,
457,A natural recipe that might help lungs,/forums/discuss/a-natural-recipe-that-might-help-lungs-586980,6,Bronchitis,A natural recipe that might help lungs,"So, I was making a face mask with turmeric with all-natural ingredients and when I licked it a bit, it tasted great. So, I used half of it for my face and the other half I ate. I noticed it made my lungs feel better. Here goes the recipe:

1/2 teaspoon coconut oil
1 teaspoon honey
1/2 teaspoon turmeric
a couple of drops of lemon

This actually made me feel better the next morning! I hope some of you find this helpful. Let me know if you try it.",This im going to try if it gives u some relif i make pic with turmeric so will give it go thanks tony,positive,negative,
461,Bronchietasis and me!,/forums/discuss/bronchietasis-and-me--641772,14,Bronchitis,Bronchietasis and me!,"Hello everybody.
Only joined today and im keen to be part of something rather than an isolated case.
I am an asthma sufferer and diagnosed with dreaded bronchietasis 6 months ago.
Im 56 and other than that in reasonably good health.
I guess my gripe with the bronch thing is im looking for something or someone to blame as ive never smoked or indulged in drugs, so yeah am bitter!!
And one more thing, i am flabbergasted that medical advances seemed to have side stepped this condition and all we get is mucus clearing techniques.
Anyway rant over.
How is everyone on here

Jem
"," Hi Jem,  I certainly felt hard done by when I was diagnosed out of the blue too. Like you I never did anything to warrant the condition, eg smoking etc but did have whooping cough and pneumonia as a child which seems to be the culprit for the damage in the lungs. I too have had asthma since a child.&#160;&#160;  I noticed that I was often unable to walk up hills (2016) so later that year started the testing and so the diagnosis.&#160;  I&#39;m told by the respiratory nurse that 70% of people cough and 30% don&#39;t...I&#39;m a &#39;don&#39;t&#39;.&#160;  I cope mostly until I have a &#39;flare up&#39;...the last one lasted 3 months and I&#39;m still suffering quite a lot of fatigue. I seem to get a flare up even though I don&#39;t get a cough or cold so I sort of live in dread of coming into contact with a bacteria type thing that heads straight to my lungs and makes me so poorly.&#160;  I&#39;m fortunate to have a really good respiratory consultant who has been a great support but you&#39;re right, apart from ABs &amp; steroids there doesn&#39;t seem anything extra out there to improve our condition.&#160; &#160;  My husband is very supportive but still in denial that this is a condition that&#39;s not going away...that&#39;s hard for me! He&#39;s 7 yrs older than me and he worries about the level of care I may need one day....    You&#39;re certainly not alone and this is a good place to share how we&#39;re feeling and get support. I have learned a lot here about different treatments that others have been given.&#160;    Janet&#160; ",positive,neutral,
464,Why do I have a cold when I wake up in the morning,/forums/discuss/why-do-i-have-a-cold-when-i-wake-up-in-the-morning-725001,4,Bronchitis,Why do I have a cold when I wake up in the morning,"

Dose anyone know why my sinuses appear to be blocked, always blowing my noise and frog in the throat first thing in the morning and dose not start to clean until the afternoon?

Thanks","hi James
could be something that your sensitive in the room. sinus and Bronchiectasis usually go hand in hand. Maybe see your Dr for prescription nose spray. I am on Dymista which is on prescription and solves my problems.
Good luck hope it gets better.",positive,negative,
466,trouble breathing,/forums/discuss/trouble-breathing-682884,29,Bronchitis,trouble breathing,Does anyone with Bronchiectasis have trouble breathing on/off throughout the day? (Like if you were trying to breathe with a small child sitting on your chest)  I have this every day.,"24/7 ,, sometimes feels like I'm breathing thru a straw  :-(
",negative,negative,
469,Pseudomonas and Stenotrophomonas,/forums/discuss/pseudomonas-and-stenotrophomonas-715984,12,Bronchitis,Pseudomonas and Stenotrophomonas,"Hi all
I suffer with BRONCHIECTASIS but a lot of the time i am infected with PSEUDOMONAS & STENOTROPHOMONAS  as well, which requires heavy duty antibiotics which sometimes clears the infection and sometimes not. 
This condition is starting to have an impact on my life as i am constantly on antibiotics, which can make you feel quite poorly.
i am about to start physio which i hope may help with this condition.
patricia69948
","I have the pseudomonas infection lurking in my lungs as well and recently had 6 weeks on Ciprofloxacin.  It has some bad side effects,  but there really is no other choice but to keep taking them until you're better.  I already have a compromised immune system,  so have an emergency pack of Clarithromycin which I must start taking at the first sign of a chest infection.  it does wear you down being on antibiotics so much. in fact, I've just started a pack this morning.  ",negative,positive,
471,Bronchiectasis: Pulmonary doc wants to scope me to look inside,/forums/discuss/bronchiectasis-pulmonary-doc-wants-to-scope-me-to-look-inside-649959,20,Bronchitis,Bronchiectasis: Pulmonary doc wants to scope me to look inside,"Has anybody undergone and able to share experience? I have mild B and am bit concerned about infection with procedure vs just caring for myself with exercise, breathing exercises daily, helpful supplements etc. When I asked about outcome, doc said if chronic infection may need long-term antibiotics which I prefer not doing because those undermine immune system opening me to further infection. I need antibiotics every 2-3 yrs right now. Anybody tried intravenous Vitamin C as alternative to antibiotics?  Thanks so much."," Hi,  I also have mild BX and I agree with everything you say; I would not to do a scope unless absolutely needed.  If you only need abx every 2-3 years, then you don&#39;t have a chronic infection and long-term abx are not needed.  Exercise, physio, healthy eating and supplements to me as well is the best way to deal with our mild BX and you are absolutely right in avoiding antibiotics if not needed.  I have never tried IV Vitamin C and probably would not mess around with it unless my BX worsened.    Best,  Ida  &#160; ",positive,positive,
477,Smart Vests,/forums/discuss/smart-vests-675080,13,Bronchitis,Smart Vests,Am wondering whether to buy an Electromed &#39;Smart Vest&#39;. It&#39;s something you wear and is supposed to help the clear the lungs by means of&#160; &#39;high frequency chest wall oscillation&#39;. Does anyone else have one and have they found it useful and worth buying?  Thanks  Sally,"Hi Sally 
Do you use an acapella to clear your lungs? I find it helps me when doing my physio as the acapella shakes your lungs as you breath through it? 
Rachel ",neutral,negative,
478,Salt cave therapy?,/forums/discuss/salt-cave-therapy--624043,9,Bronchitis,Salt cave therapy?,I&#39;m probably not alone in doing research on possible help besides medication.  Has anyone had any experience of trying salt cave therapy? I have read pros and cons about it.  Many thanks.&#160;,"Hi Janet

I have never done salt cave therapy but I do use a salt pipe on a daily basis for 15 minutes. I find it helps to loosen the mucus before using my Acapella. I have done this probably for two years now and find it works for me.",positive,neutral,
481,Pain in ribs,/forums/discuss/pain-in-ribs-567743,7,Bronchitis,Pain in ribs," The last two days I have been feeling a bit off it and my body aches and I have a real stabbing pain in my left hand side of the ribs just under the breast,does any body else get this with bx ,I&#39;m pretty new to this and don&#39;t always know what to expect ,I can,my cough any mucus up ,should I go see the gp ,also I started with night sweets around a week ago .  Thankyou any advice would be helpful  "," I don&#39;t get rib pain, but I do get soreness in glands in underarm area. &#160;I get sweats too. It usually tells me that I have a problem with inflammation or infection. &#160;Have a blood test to see where you are with your white blood cell count.&#160; ",neutral,positive,
484,"                    Hi, I was diagnosed with bronchiectasis 19 yrs ago but only just having issues.                ",/forums/discuss/hi-i-was-diagnosed-with-bronchiectasis-19-yrs-ago-but-only-just-having-issues--619516,6,Bronchitis,"Hi, I was diagnosed with bronchiectasis 19 yrs ago but only just having issues."," All my life I&#39;ve had chest infections and bronchitis but only diagnosed 19 years ago. I&#39;ve now been signed off work for 4 weeks and for another 3 on top of that, as I&#39;ve been getting so breathless and just plain exhausted. I&#39;ve also had really bad heartburn, which from other discussions I&#39;ve seen a lot of people get. I see my consultant this month and am worried I won&#39;t be able to work again because the way I feel now it&#39;s never gonna happen. I&#39;m only on medication for heartburn and a ventalin inhaler (which I don&#39;t use as it doesn&#39;t do anything) Is there hope out there?  &#160; "," Yes. (Although I know it&#39;s frustrating--I&#39;m in my fourth year of trying to get disability benefits because my pulmonologist says there&#39;s no way I can go back to a regular job, since my primary symptoms are exhaustion and hemorrhage. But since it&#39;s not a &quot;visible&quot; disease, getting government people to believe you&#39;re sick is ridiculously hard.)    But yeah, there&#39;s hope. When you see your consultant, maybe ask about a chest x-ray, get an idea of what might be going on in there. You may need antibiotic therapy, you probably definitely need a different inhaler (I got switched from Ventolin to Symbicort a few months ago and it helps me a lot more), and supplemental oxygen might be worth a try. Those are just the things I can think of, but just from your description, I&#39;d say you probably need some meds tweaked.    Interesting that you brought up heartburn--I have acid reflux along with BX and no one&#39;s ever suggested they might be connected. ",neutral,negative,
487,Tony,/forums/discuss/tony-581972,8,Bronchitis,Tony,I&#39;ve been on these tablets for nearly 3 weeks they call them carbocistene don&#39;t seem to be helping clear my lungs anyone else been on these does Avington bronchiectasis  make you tired," I don&#39;t think I&#39;ve used that medicine. But having bronchiectasis does make me incredibly tired. When I&#39;m not dealing with an exacerbation and I am able to work, I spend my off days sleeping. It&#39;s a vicious cycle. If I don&#39;t get enough rest, my immune system breaks down and I end up sick again. Good luck to you.  ",neutral,neutral,
491,Returning to UK after 4 months in Lanzarote,/forums/discuss/returning-to-uk-after-4-months-in-lanzarote-727015,11,Bronchitis,Returning to UK after 4 months in Lanzarote,"we have spent the last three winters in Lanzarote  in a long term let, as I can half my medication over there and feel so good. but last month we had to get out of our appartment as it was sold, my Question is , how to keep well in the UK as soon as I come back within days I am coughing so bad day and night , I use my flutter device and take cardasitine I have Fostar morning and night. I have air purifier.  has anyone got any advice.  I carnt work out if its anything to do with the humidity or the lack of sea air. I live in the Midlands . thank you  Pam. ","Hi, I also live in the Midlands and have bronchiectasis.
My diagnosis was about 3 years ago, in this time I have learned to cope better and better each day.  The most annoying thing for me is that alongside the bronchiectasis I also have developed allergies to temperature change amongst other things.
I get a massive case of post nasal drip which obviously affects the bronx .
I think maybe this could be part of your problem and I have always said I wish that I could afford to live abroad somewhere where the air is cleaner and less humid.
As well as the inhalers and nasal spray I also take fexafenadine every day to help but it only takes the edge off.  I hope you manage to find an answer ( if you do please pass it on.)",neutral,neutral,
495,Acid reflux,/forums/discuss/acid-reflux-624787,9,Bronchitis,Acid reflux,"Hi everyone
Does anyone suffer with this and if so what do you take to ease or stop it? 
Xx","For years I was on Omeprazole and Nexium (both PPIs) but after learning that they increase the risk of developing pneumonia I now use only papaya enzymes. I got mine from Amazon but they are also available at Walmart and GNC. I take 2-4 at the first hint of heartburn and they work every time.

Blessings to you!",positive,positive,
499,Recent Diagnosis,/forums/discuss/recent-diagnosis-618981,13,Bronchitis,Recent Diagnosis,"hi all

After years of chest infections and an almost continuous cough, I was finally diagnosed with Bronchiectasis yesterday.

In a strange way I’m glad to find out that there’s actually something wrong with me! 

Apart from feeling ill ill a lot of the time, I’ve found the last couple of years so embarrassing. Lost count of the number of times I’ve had to cancel arrangements as I’ve yet another chest infection. I’ve had to walk out at two weddings, grandsons nativity play, a funeral and the cinema, due to coughing non stop.

Am interested to know if anyone has found coughing has lead to incontinence. I’m 56, had three kids and have had to resort to buying tenna ladies pants! I saw my doctor about it, but was just told to do pelvic floor exercises. It’s only when I’ve got a chest infection this happens, but it’s most embarrassing and made me very depressed.

They have no idea how I came to have Bronchiectasis and have said it’s idiopathic. The only possible reason could be down to having glandular fever badly when I was 17.

Ive been referred for physiotherapy to learn how to cough up mucus, but have read up on techniques and hopefully this will help.

I had never heard of Bronchiectasis until yesterday, and came across this group. Obviously it effects a lot of people. I’ve read loads of the posts on here and found it really helpful."," Hi Vickylou    I missed what I call The Wedding of The Century one year ago, and trips to Montreal and the coast in this last year.  It sucks!  But once they get your infection under control &amp; have you on good meds, perhaps you&#39;ll be coughing less and life will get easier.  After 8-10 months of being sick, I thought I&#39;d never feel better again.  Thank goodness I was wrong.  I hope the same happens for you.    Many many women without any lung disease &quot;go&quot; a bit when they cough (or laugh).  It&#39;s more common among women who&#39;ve had several children than among childless women like me, but it even happened to a friend in 9th grade who&#39;d never had sex.  It also happens to my teen goddaughter, and she&#39;s been doing ballet since she was 6 so clearly has pretty toned muscles.  Some women are more prone.  I hope the exercises help.  Here in the States those special pants are expensive.     It&#39;s understandable to feel some relief with a diagnosis.  It gives us a name to share with friends, tho I&#39;ve learned to tell them that this is the only disease which Google  (erroneously) thinks is less dangerous than stating at a wall for 5 minutes.  But a diagnosis also tells us what we don&#39;t have, such as tb or cancer.   And for that we can be both relieved and thankful.    Hope you feel better soon. ",positive,positive,
502,Pseudomonas???,/forums/discuss/pseudomonas--595002,7,Bronchitis,Pseudomonas???," Hi, I have bronchiectasis and I cultured pseudomonas.  I have since been told it&#39;s now colonised and will probs never go away. My question is tho, would it be bad for me to date someone else with bronchiectasis?  I don&#39;t want to pass any bugs or infections on.  ","Go for it. Who knows with whom we interface daily. As long as whatever risks are understood by both parties, its a no brainer. Just be honest about your condition with a prospective partner and they will respect you for that
 It may be good for both of you as you each understand the difficulties of this horrible condition.. Best wishes",positive,positive,
504,BBX,/forums/discuss/bbx-619501,16,Bronchitis,BBX,Had three ct scan I have BX I know that.  Phelgm all the time.   Muscus plugs.   Now my doctor wants me to go for bronchoscope has anyone had that test.    Also is it safe to take antibiotic for rest of our lives.    Thanks,A bronchoscope is very safe. It&#39;s just a diagnostic tool to check what is happening in your lungs.    I have had bronchiectasis for 68 years and have taken tons on antibiotics during that time. I&#39;m still here!     Try not to worry - trust your doctors.,positive,positive,
506,no symptoms,/forums/discuss/no-symptoms-599794,5,Bronchitis,no symptoms,I had a CT scan the other day for GI problems but I&#39;ve just been casually told I have a problem with my lungs and it&#39;s bronchiectasis. I have no symptoms at all. I would consider my lung function to be very good for my age (71). Is it possible to have bronchiectasis with no symptoms?,Same with me    Doctor hear a wheez and sent me for Ct scan.    Was told I had scars in lung that collect phelgm     Feeling fine.   I do cough up phelgm now and than,neutral,neutral,
